"","G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","G11","G12","G13","G14","G15","G16","G17","G18","G19","G20","G21","G22","G23","G24","G25","G26","G27","G28","G29","G30","G31","G32","G33","G34","G35","G36","G37","G38","G39","G40","G41","G42","G43","G44","G45","G46","G47","G48","G49","G50","G51","G52","G53","G54","G55","G56","G57","G58","G59","G60","G61","G62","G63","G64","G65","G66","G67","G68","G69","G70","G71","G72","G73","G74","G75","G76","G77","G78","G79","G80","G81","G82","G83","G84","G85","G86","G87","G88","G89","G90","G91","G92","G93","G94","G95","G96","G97","G98","G99","G100","G101","G102","G103","G104","G105","G106","G107","G108","G109","G110","G111","G112","G113","G114","G115","G116","G117","G118","G119","G120","G121","G122","G123","G124","G125","G126","G127","G128","G129","G130","G131","G132","G133","G134","G135","G136","G137","G138","G139","G140","G141","G142","G143","G144","G145","G146","G147","G148","G149","G150","G151","G152","G153","G154","G155","G156","G157","G158","G159","G160","G161","G162","G163","G164","G165","G166","G167","G168","G169","G170","G171","G172","G173","G174","G175","G176","G177","G178","G179","G180","G181","G182","G183","G184","G185","G186","G187","G188","G189","G190","G191","G192","G193","G194","G195","G196","G197","G198","G199","G200"
"132",1.173245,0.2448122,0.5305992,0.3051082,0.2700761,0.2979261,0.2440879,0.4703238,0.6260348,0.0551185,0.9907972,0.4852691,0.8449424,0.1240929,0.3831763,0.0408017,0.2528762,0.6962339,0.0236807,0.8924109,1.0517854,1.0256606,0.844102,1.0642218,1.0155113,0.67109,0.7762413,1.0728541,0.2655305,1.0033762,0.7337732,0.6059148,1.0010933,0.2202269,0.6977462,0.7154688,0.0496913,0.6818907,0.6278198,1.0550724,0.618342,1.0528308,1.2213528,1.0043943,0.7451668,0.7585381,0.6583641,0.7344473,0.0179756,0.9357666,0.7917611,0.9424981,0,0.7628245,1.0361288,0.8441449,0.808582,0.3103677,1.0089026,0.3489613,0.8717278,0.0364062,0.9396361,0.8921751,0.8632472,0.6193023,1.1047253,0.4041804,0.5824109,1.0271004,1.1000399,0.7028563,0.2907545,0.7395473,1.0370956,1.0002392,0,0.8212165,0.5430251,0.8671245,0.7567101,1.1241924,0.519122,0.0017694,0.1411668,0.6646125,1.0391641,0.1628363,0.9020569,0.6133635,0.3161049,0.711314,0.9032688,1.0161551,0.2514433,0,0.5716152,0.6395983,0.4944828,0.8737974,0.947599,0.2273496,1.1356038,0.0341288,1.0675185,0.002829,0.9978449,0.8014745,0.9850009,0.2921829,0,0.4536416,0.7145946,0,0.470492,1.230277,0.4574008,0.4465526,0.7154173,0.8826372,0.9108464,0.3143526,1.0438698,1.0191054,1.1812093,0.7499186,0.8573879,1.1513238,0.8818971,0.7987077,0.197887,0.9759454,0.9682441,0.2629301,0.70925,1.0849051,0.0777572,0.4691934,0.1735312,1.1199175,0.0543646,0.7114969,0.3431959,0.4502923,0.0249135,0.979247,0.1722443,1.2257457,0.9512484,0.1467649,0.6474655,0.9298464,0.0214736,0.0522846,0.8903815,0.3992165,0.4466529,0.994843,0.7316333,0,1.0717356,0.2054686,0.6094833,1.093674,0.9505243,0.7959309,0.6705906,0,0.8600565,0.0054483,0.6838305,0.0767178,0.8709847,0,0.9979075,0.9932063,1.009798,0.5316038,1.0708278,0.2608415,0.9405021,0.8942492,0.452643,0.7261077,0.8247294,0.9650666,0.9142536,0.1421544,0.347653,1.1234549,1.02942,0.8539042,0.7136446,1.028694,0.2335057,0.4849615,0.8122027,1.0110014,0.8909274,0.9788764
"133",1.0026976,0.4955196,0.6202778,0.2459729,0.3006465,0.3020254,0.2737556,0.5325255,0.7909236,0.0248074,0.952178,0.4951268,1.0174937,0.0752398,0.3333476,0.0664075,0.1930239,0.9351112,0.036786,0.9357787,0.9485021,0.9213971,0.8473426,0.8335351,0.9676676,0.6706447,0.9278164,1.0577439,0.4225584,1.0414336,0.9800689,0.6503104,1.1258816,0.1440032,0.7949441,0.5327857,0.0417707,0.8684501,0.6274559,1.0319582,0.6281813,1.0861859,0.9205539,1.0672403,1.0761468,0.5694807,0.7679615,0.8379657,0.0519226,1.0282596,0.7182761,0.9634493,0,0.7688005,0.8908397,0.7637805,0.8815625,0.2749376,0.9123573,0.3974204,1.1185839,0.0750541,1.104074,0.6706871,0.7345149,0.6371368,1.0175276,0.4170418,0.6333028,1.1419199,1.0087422,0.6337213,0.2770069,1.0230367,0.9201249,0.8194064,0,0.8428126,0.5900857,1.0102629,0.7438694,1.0520178,0.5218467,0.0038572,0.1365655,0.7098711,0.9049544,0.1217111,0.9750901,0.43359,0.3869033,0.5616124,1.0023648,0.9351071,0.3012423,0,0.7214474,0.6690688,0.5703092,0.6621833,0.8713285,0.1667264,1.1225164,0.0447868,1.0118196,0.0012833,0.9559568,1.0143407,1.0197668,0.275969,0,0.4327442,0.6600465,0,0.4420744,0.8751613,0.4270901,0.6133907,0.6658644,0.9141281,1.0023828,0.3506908,1.0672438,1.1896658,1.1491005,0.7512444,0.9990282,1.1059156,0.851795,0.8975727,0.1914554,0.938062,1.0362971,0.2874623,0.5985545,0.8588857,0.1096595,0.6546155,0.1162027,0.9650528,0.0402612,0.5451834,0.5671128,0.5869075,0.0139775,0.8686732,0.1618931,1.0623066,0.9394352,0.1493283,0.6249413,1.0378838,0.0469734,0.0699334,1.0664454,0.4730313,0.4292005,1.0264581,0.6409938,0,0.8583276,0.1613916,0.6597496,1.0555772,1.0968945,0.9408773,0.5925808,0,0.8075889,0.0026828,0.6251582,0.1228663,0.8654087,0,1.291663,1.0719317,1.0076518,0.5572597,1.0488849,0.2128353,1.002678,0.7879058,0.505718,0.8737628,0.6714061,0.9029132,0.9135178,0.1809133,0.49779,1.0107973,0.9270993,0.8076489,0.7808133,0.8063296,0.2542925,0.4931475,0.726107,1.2036499,0.7802109,0.9277801
"134",1.2243762,0.2824901,0.7815215,0.263953,0.1808832,0.1751497,0.2257162,0.5625206,0.8284554,0.0524091,1.0237544,0.6261102,1.1096848,0.0543534,0.3414149,0.0622674,0.2536524,0.5612174,0.0486233,1.0036947,0.9327644,1.0637542,1.0287223,0.8661078,0.9801285,0.7235402,0.8258424,0.865974,0.3247368,0.9029625,1.0136864,0.7290164,1.092556,0.130758,0.7041271,0.5255615,0.0926833,0.674968,0.7745344,1.0766941,0.9714053,0.8816578,0.9908129,1.0330637,0.8393802,0.7967871,0.6740261,0.893605,0.0402477,1.0436057,0.7752523,0.9008935,0,0.8264104,0.8120531,0.9587238,0.8484031,0.2592909,0.8251562,0.3921551,0.9755576,0.0825711,0.9504686,0.7424506,0.7022671,0.5751049,1.1511653,0.285822,0.6020901,1.1335806,1.0420838,0.5412364,0.3158609,0.7857718,1.0746531,1.1222427,0,0.8127764,0.5573663,0.8583287,0.6176543,1.0686841,0.6198164,0.0161864,0.128845,0.7980106,0.9553453,0.1514899,0.6790428,0.5629451,0.2331639,0.6527541,0.9072791,0.967644,0.3088916,0,0.5119584,0.8106641,0.6424711,0.7800239,0.8580213,0.2149841,1.0562789,0.0930198,0.9053599,0.0036764,1.0006826,1.094118,0.7847781,0.2651661,0,0.4516078,0.674761,0,0.4379555,1.0056996,0.4916019,0.4593803,0.7236386,0.8412722,0.8920091,0.2938836,1.105537,1.0212838,1.0188511,0.8122625,1.0348802,0.9253717,0.8776378,0.679861,0.2495412,1.0147543,1.207843,0.301632,0.5551905,0.8540962,0.0754866,0.5635052,0.095591,1.0391401,0.0905688,0.6281599,0.3652364,0.571587,0.0189959,0.8508031,0.2025849,1.2461147,0.9201953,0.1264535,0.6903327,1.1659313,0.0449671,0.0759485,0.9451053,0.4979817,0.5104649,1.13675,0.7313911,0,1.0370018,0.2037809,0.7295788,0.9007989,1.0551436,0.8402545,0.7538551,0,0.7164715,0.0004957,0.4517591,0.0831602,1.0259532,0,1.0978531,0.899921,0.9707294,0.6309617,1.095478,0.2892265,0.9405726,0.7896613,0.4429557,0.7980167,0.9479951,0.8569947,0.9288427,0.15454,0.6000227,1.0721515,0.9975367,0.7955217,0.5459504,0.8488771,0.2318936,0.6468943,0.8936586,1.0334288,0.676906,0.9689898
"135",0.9602447,0.3794742,0.7222442,0.4382168,0.251373,0.1649666,0.1985616,0.4976525,0.7692,0.0749418,0.8481138,0.4714882,0.9236783,0.1477463,0.2848997,0.0607933,0.2428466,0.8108735,0.0314363,1.0476917,1.0651554,0.9831983,0.7885263,1.0681333,1.0385484,0.6506016,0.8785091,0.9682108,0.307649,0.9549578,0.9064558,0.5702397,1.0741472,0.2199373,0.6824304,0.4701662,0.0365862,0.754529,0.5782752,0.9167239,0.7111596,0.79567,0.9910211,1.000043,1.1808414,0.6674606,0.7248572,0.9872842,0.0476704,1.0165276,0.9256838,0.9487282,0,0.7032291,0.8896534,0.9139426,0.9165643,0.3185642,0.813609,0.4967063,1.0702692,0.0606542,0.9419718,0.6778718,0.9381742,0.5431197,0.9983958,0.3946106,0.5629942,1.0857885,0.9437977,0.8696199,0.278649,0.7918376,0.7887728,1.0382272,0,0.8052297,0.5204469,0.9604331,0.9358435,0.837562,0.5972014,0.0022346,0.1180136,0.7036745,0.8702886,0.1176004,0.8345231,0.5162514,0.2915969,0.5247985,1.1935224,0.8901966,0.258866,0,0.7376402,0.6701017,0.5846012,0.8102319,0.8685321,0.1887272,0.9864135,0.0390016,1.1865229,0.0042934,1.0260665,1.0150472,0.86204,0.2755776,0,0.4309932,0.7735606,0,0.5480294,0.9748559,0.5462644,0.52411,0.6302293,0.9949653,1.0042033,0.431195,1.0835899,1.0993636,1.0838986,0.837939,1.0319368,0.8567152,0.8633025,0.6369542,0.2068771,1.0400963,0.8685806,0.251648,0.7285609,1.0620623,0.0751723,0.4959135,0.1065541,1.1800509,0.115527,0.6568502,0.6400536,0.6699343,0.0538817,0.8518339,0.2132074,1.0305312,1.132368,0.1111324,0.7273276,0.8846665,0.0467592,0.0512869,1.146976,0.3754379,0.5927915,0.8989193,0.599775,0,0.9484876,0.1613489,0.9213531,1.2303669,0.9439173,1.0192952,0.6644551,0,0.7854346,0.0009164,0.5574438,0.073676,0.6121813,0,0.8939389,1.0742535,0.7840685,0.611837,1.0251183,0.1614791,1.0136783,0.7886416,0.4547003,0.9827865,0.7922275,0.8739241,0.8121596,0.1344866,0.2684396,1.0336017,1.0044531,0.771929,0.6857931,0.9979461,0.2234778,0.5689564,0.7511275,1.1529135,0.5438532,0.9530769
"136",1.0003909,0.29992,0.6109852,0.2829296,0.2225572,0.3182252,0.2436718,0.7260751,0.7270916,0.0663862,0.8679517,0.4913547,0.8698166,0.1225393,0.2917423,0.0744083,0.1963096,0.9946006,0.0327775,0.8928804,1.0139038,0.8712043,0.8485563,0.9929411,1.11962,0.7549565,0.9598421,1.0582811,0.2116061,1.0536279,0.9274226,0.7113353,0.8837941,0.1952383,0.6693357,0.5815205,0.0476475,0.6970173,0.6127061,1.1463803,0.7278982,1.061032,1.3587232,1.0476641,0.9224837,0.7167226,0.5846797,0.9684655,0.04507,0.9085689,0.8163327,0.9657003,0,0.846715,0.9418564,0.9339994,0.8239042,0.3213086,0.9314012,0.3017526,1.0191561,0.037485,1.3150724,0.5655981,1.0643412,0.4264877,1.1437414,0.2928708,0.4844699,1.0174084,1.0550213,0.7073992,0.2290607,0.8001233,0.9597589,1.1712221,0,0.7371743,0.5432711,0.7425195,0.8350549,0.8275142,0.5618241,0.0006388,0.2335063,0.8436048,0.9627741,0.2101721,0.7253954,0.3863757,0.3257157,0.545691,0.7760017,0.9904276,0.3764445,0,0.933615,0.6196941,0.5582479,0.8444993,0.8180441,0.1443773,0.9910904,0.041774,0.9409946,0.0049631,0.8295064,1.0922166,0.8633039,0.2992929,0,0.358883,0.6499683,0,0.4800355,0.8906157,0.6171305,0.5559543,0.6046883,0.8533197,0.7810748,0.3584253,1.0438901,0.9417887,1.1742127,0.8483357,0.8345071,1.0194723,0.8999292,0.8019566,0.1769077,0.908316,1.0841044,0.2525333,0.6495186,0.875893,0.0707517,0.4498244,0.1884549,0.9907801,0.0936049,0.6059311,0.5917732,0.4598262,0.0233131,1.1151311,0.2176314,0.907412,1.2301138,0.1105301,0.6721431,0.9049471,0.04365,0.0657893,0.9525474,0.4096478,0.3919087,0.9830739,0.6823194,0,0.9618986,0.1385358,0.7799484,1.0845866,1.0064798,0.869434,0.8123763,0,0.8481451,0.0006228,0.4140697,0.0640677,0.9539099,0,0.886402,0.9112755,0.8610375,0.4302259,0.9792371,0.3411357,0.8882296,0.7444015,0.5164693,0.7366137,0.7554672,0.797534,1.1138733,0.1492194,0.4667036,1.0352282,0.9193824,0.7165274,0.6643016,0.8451778,0.2471582,0.5061876,0.8487188,1.1027498,0.8809139,0.9214121
"137",1.0676803,0.5928719,0.1244936,0.6038364,0.3690815,0.0973599,0.8414581,0.0508382,1.153306,0.1602732,0,0.6790617,0.4703512,0.1013947,0.2026325,0.1944658,0.2250624,0.8660698,0.0786423,0.9284186,0.9107523,1.0561343,0.485252,0.7605054,0.9786777,0.8837008,0.6510413,1.0175568,0.9993186,1.1046264,0.2927374,0.500627,0.5752399,0.3770485,0.5789468,0.2963756,0.0761076,0.6205976,0.6987339,1.0093102,0.9039729,1.0332864,0.1281386,0.9671422,1.0663237,0.7626198,0.5722917,0.8790327,0.1747035,0.9266392,1.0332781,0.1027207,0.8981066,0.9572281,0.0277425,0,0.784598,0.1293684,0.9667671,0.2269224,0,0.4615998,0.6284968,0.518767,1.0472018,0.3217958,1.0078462,0.1328104,0.8565628,0,1.1462512,0.5623222,0.1966175,0.0786953,0.7534122,0.8498823,0.86915,0.8308617,0.5391156,0.9981516,0.5893984,0.5984988,0.6351163,0.0034379,0.6592222,0.7528397,0.9212527,0.2434544,1.2557095,0.4917142,0.9882994,0.668674,1.0949608,0.9321281,1.1977473,1.1604945,0.248314,0.9170864,0.3418726,1.0527321,0.0821695,0.2464207,0.9403416,0.0038788,0.6997166,0,0.9486857,0.3127205,0.6009165,0.9030233,0.9657096,1.1863214,0.3363398,0.5782185,0.3205628,1.1501626,0.1526556,0.1935269,0.9498016,0.5447476,1.0344738,0.0694837,0.166483,1.1199842,0.8870057,0.1263074,0.8827639,0.516888,0.7152763,0.2606896,0.3257528,0.7668044,0.9974588,0.0251958,0.0838702,0.9841468,0,0.8629185,0.8473804,0.6536746,0.0008438,0.4012527,1.0319739,0.0893815,0.0004427,1.2099964,0.4661372,1.1870259,0.9733919,0.0001321,1.0099062,1.1142095,0.6322298,0.9299941,0.8740165,0.2558507,0,1.0353925,0.3096086,0.7902765,1.0141849,0.0850808,1.0757778,0.8609702,0.9653227,0.9319831,0.5956673,0.9264432,0.5561478,0.0262803,0.0764306,0.9132438,0.8509051,0.847263,0.9088292,0.2973103,0.7510946,0.0359015,0.5187951,0.232571,0.3571404,0.9879705,1.0703928,0.7554353,0.6985886,0.511166,0.0765912,0.1766741,0.24121,1.1008123,0.9104345,0.9359762,0.2787968,0.1988862,0.3931786,0.3959015,0.6204275,0.9260658,0.2930189,0.6333078
"138",0.8398374,0.5948219,0.103261,0.5255262,0.4455564,0.1073277,0.8331113,0.0454421,1.0034502,0.0929016,0,0.5921974,0.4058599,0.0428289,0.23548,0.2067686,0.2295043,0.6720652,0.1890654,0.9550255,0.8089241,0.9444169,0.4261879,0.6140141,1.0453238,1.079311,0.7405398,1.1997779,1.1997812,0.954336,0.3341394,0.532705,0.7037175,0.3956942,0.6992384,0.374639,0.0566729,0.9525653,0.5889094,1.0323159,0.919352,0.8812785,0.0990914,1.1693915,0.9607712,0.7255466,0.5841389,0.7111278,0.1661446,1.0206424,0.9586866,0.1405082,1.0908054,0.8544582,0.0126759,0,0.6692768,0.1451214,1.0824188,0.1449604,0,0.5078679,0.5570347,0.5051517,0.9204061,0.4539996,0.9486309,0.1953792,0.9578674,0,0.9390318,0.4961632,0.1571261,0.1014017,0.5931051,0.9123121,0.8004767,0.8283026,0.5488747,0.9571574,0.5769275,0.6740702,0.8026807,0.0006942,0.6594006,1.0378316,0.7501372,0.3381413,0.9355597,0.6687794,1.0713942,0.4954456,1.0506699,1.1206886,0.9712806,0.8659613,0.2675246,0.9602613,0.2633008,1.0994315,0.0214985,0.2203718,0.9409936,0.0070738,0.6738375,0,1.1545846,0.2932946,0.5483645,0.9728171,0.8784185,1.1152903,0.3163917,0.6290144,0.3897854,1.1204807,0.263504,0.1658998,0.7052424,0.4558943,1.2387751,0.0434449,0.1571559,1.1387702,0.9320797,0.0832307,0.7467732,0.5623172,0.6275305,0.1375374,0.2838697,0.7568696,1.0307609,0.0122097,0.0959896,0.9389028,0,1.2001716,0.908609,0.5640995,0.0009772,0.3680631,0.7713263,0.0833079,0.0141718,1.0238203,0.5601628,1.0756661,1.1125079,0.0002524,1.2187384,0.9708573,0.587292,0.9875517,1.210525,0.1852003,0,1.0481875,0.3253313,0.7109527,0.8694881,0.1360928,0.9968142,0.9880573,0.9449303,0.9643752,0.6882911,1.0850116,0.6757223,0.0260038,0.0595033,0.8930801,0.8337265,1.1565945,0.9864841,0.3323475,0.8799817,0.0249456,0.3808236,0.2267386,0.3424946,0.8409778,1.0027185,1.0211508,1.0002627,0.5013246,0.0361712,0.1756184,0.2695644,1.010887,1.1279483,1.0269755,0.237203,0.1538453,0.4307588,0.3607077,0.7544058,1.1679815,0.2725561,0.7402588
"139",0.521134,0.0105961,0.6618915,0.5217813,0.2784447,0.1707775,1.0553699,1.151414,1.0092076,0.2806293,0.9393824,0.63711,0.7300931,0.401902,0.2106992,0.3903376,0.2690386,0.9053104,0.0234149,0.7344271,0.4820444,1.0410996,0.9978524,0.9466438,0.8515515,0.9905411,0.3482726,0.712273,0.8533852,0.7975883,0.7651672,0.621006,0.5388155,0.5540631,0.3191896,0.2880438,0.1656851,0.562408,0.6079669,0.8457293,0.7625743,1.0554135,0.8638283,0.9887201,1.2370484,0.8611079,0.9547727,0.7614842,0.0216966,1.0380543,0.9638571,0.8318853,1.1532315,0.456222,0.9567714,0.9233735,0.6509317,0.1485968,1.0639387,0.9417134,0.8705471,0.4534994,0.5951858,0.8666989,0.6298319,0.5976386,0.4922366,0.2314965,0.4776759,1.0867033,0.9054938,0.7486231,0.1362127,0.9496763,0.8638407,0.8146001,1.0404862,0.607536,0.5924083,1.0651129,1.0928536,1.1564428,0.6125037,0.2854204,0.2031551,1.0813827,0.9257515,0.1745355,0.4966562,0.8999288,0.2112555,0.5343705,0.8869301,1.0325748,0.7679743,0.6581099,0.6812396,0.7747685,0.8687682,0.8923304,0.2850993,0.0969469,0.9354686,0.0024823,0.8531211,0.0199714,0.7905342,0.2961885,0.8568682,0.5660052,1.0597551,1.0356378,0.5158819,0.9640576,0.8503574,1.0811095,0.5357143,0.7410171,0.8416679,0.8285787,0.5362307,0.0665857,1.0118119,0.8918797,0.9461207,1.0238502,0.9134225,1.0051862,0.8036279,1.0880082,0.7058566,1.0769812,0.1362352,0.1487112,0.2110442,1.1332349,0.028091,0.8985545,1.0560572,1.0904611,0.2022566,0.6615314,0.1504022,0.8350653,0.0572039,0.932463,0.3802288,1.0896818,1.0296456,0.3913431,0.9854124,0.7990481,0.3624051,1.1929392,0.8197335,0.9959034,0.733856,1.1366945,0.8908786,1.023032,0.9108036,0.3538242,1.016201,1.1228605,0.7204685,0.9324585,0.7612939,0.8402879,0.5174269,0.019287,0.4804263,1.1463476,0.878065,1.1127391,0.9249613,0.7166654,1.0544708,0.1295618,0.9115306,0.6757593,0.5645528,0.906184,0.9735894,0.2795725,0.7847964,0.8258025,0.9122685,0.0771711,0.3899403,1.0119345,0.9083537,0.9415048,0.5515803,0.8860389,0.0016295,0.132762,0.7488609,1.0832469,0.3071507,0.7689701
"140",0.4487284,0.0047559,0.8531806,0.4850084,0.323868,0.1817821,1.1538108,1.0355691,0.968395,0.3905172,0.8104385,0.7603386,1.2096495,0.5771251,0.1140798,0.3451543,0.2132101,1.0367312,0.0053513,0.7120862,0.4040767,0.9773555,0.859525,1.004678,0.8467889,0.9282703,0.3601535,0.7205037,0.7425657,0.7063533,0.8336854,0.5144295,0.5319318,0.5997063,0.246965,0.2574018,0.0734678,0.6680341,0.6935785,0.7671484,0.8625853,1.0160022,0.8545172,0.6576402,0.9677703,0.9812725,1.022602,0.7486619,0.0211286,1.0545235,1.1541352,0.7505502,0.911158,0.6069365,1.0630866,1.0138569,0.7154051,0.1334203,1.1269801,1.075636,1.0013726,0.3267267,0.460085,0.8914878,0.7579473,0.6493406,0.597503,0.2829741,0.481278,0.9681074,0.9536935,0.8295326,0.1052571,0.9040108,1.0959017,0.93494,1.0588794,0.7518657,0.5911161,1.1291268,1.0762911,0.9847754,0.5737482,0.289218,0.2534195,0.9411417,0.8301777,0.0741325,0.4536546,1.2209414,0.1514436,0.5849568,0.9139612,1.0144565,0.8356837,0.7234739,0.6764423,0.7881613,0.6661487,1.1945832,0.2903642,0.1369206,1.0030427,0.0017764,1.1120857,0.0099427,0.7834941,0.2920403,1.020186,0.6205853,0.9803037,1.0569854,0.3620765,1.2032764,0.7519002,1.0231476,0.5167173,0.5944225,0.864847,0.9950358,0.4919981,0.064075,0.9441877,1.0454192,1.0343784,0.880678,0.8497785,1.1047969,0.8638572,0.9675624,0.6568727,0.9514437,0.1382103,0.1793387,0.1778204,0.9806772,0.0133281,0.8328511,0.9991272,0.815642,0.1346869,0.6446711,0.2049701,1.0143105,0.0067584,0.9303491,0.2529906,0.9750283,1.0789076,0.3200299,1.0699303,0.8432289,0.4721245,0.8432275,0.9070333,0.9022189,0.8751784,1.0635425,0.7877427,0.8776759,1.0456173,0.2848149,0.8850655,1.0232996,0.8257978,0.9095009,0.6479667,0.8500554,0.6018459,0.0075988,0.5195756,1.0940992,0.8868425,0.9057468,0.9914741,0.4543931,1.1593507,0.0944548,0.9371529,0.818095,0.4492045,1.0688589,0.983485,0.2142379,0.7857954,0.8196434,1.0399821,0.053007,0.4303984,0.9462219,0.7573824,0.7516841,0.6259775,0.9964957,0.0059006,0.1840661,0.8363432,0.8964786,0.2723464,0.736905
"141",0.4695082,0.0015721,0.7916302,0.3439591,0.2414961,0.2311679,0.9937089,0.9304451,0.9749236,0.3677683,0.8393393,0.7142541,0.9145681,0.7968678,0.0733782,0.3824714,0.1730807,0.9337901,0.0202245,0.5198027,0.4204169,0.9762324,0.787024,1.0199338,0.870803,0.9980014,0.3650884,0.8981363,0.7558109,0.758667,1.0658494,0.560162,0.5854801,0.7109009,0.2313343,0.291316,0.1174999,0.8515271,0.6318549,0.6978542,0.7880987,1.1296453,0.787905,0.9645228,0.9899779,0.9130527,0.9065697,0.7962949,0.0548397,1.011339,0.9482982,0.7504593,0.8693956,0.5785035,0.9371028,1.2289054,0.6659363,0.0928022,1.122339,0.8810347,0.9603299,0.5104012,0.5184966,0.9113463,0.644056,0.7387817,0.6356327,0.2180856,0.5837122,1.045154,0.8239415,0.7054808,0.1460776,1.1039738,0.9945375,1.0230394,0.9130645,0.6395935,0.6352312,0.8758694,1.0059846,1.0545001,0.5016909,0.4263327,0.4223608,1.019742,0.8806051,0.0699266,0.5408608,0.8171984,0.156831,0.7244819,0.9718917,1.1124415,0.8838067,0.6703188,0.7310351,0.7854991,0.7823066,1.0456273,0.2379387,0.1424522,1.0094206,0.0045888,1.2159496,0.004089,0.9758005,0.3519494,1.0303391,0.8078366,1.0360451,0.9669463,0.3896043,1.096247,0.7176402,0.9355284,0.7474166,0.5899988,0.7551374,0.9635,0.4359229,0.0243664,0.969942,0.9273913,0.8935586,0.9082811,0.9030134,1.0002617,0.8010529,0.9573301,0.8266276,1.0183783,0.1137657,0.2254724,0.2176014,0.8186828,0.0147491,0.9937672,0.9700208,0.9972809,0.1725464,0.8338762,0.2610498,0.9230418,0.0354534,0.938445,0.2693517,1.1132272,1.071823,0.289575,0.9966421,0.6718876,0.6200602,0.9118543,0.7175132,0.921735,0.9701775,0.9139123,0.8804384,0.8609261,0.8947283,0.3550181,1.0494435,1.1409317,0.8765805,0.9684455,0.7478713,0.985561,0.6716439,0.0150655,0.451407,1.0444672,0.8688328,0.9642895,1.3349709,0.38645,0.9634946,0.0747622,0.8231747,0.7212597,0.5087833,1.0621426,0.8630432,0.2027036,0.78839,0.8130624,0.9607171,0.0496509,0.2741777,1.0928575,0.9108727,0.7406754,0.4179148,0.7496114,0.000731,0.1878402,0.9393314,0.8293745,0.2930942,0.6889032
"142",0.4822883,0.0044731,0.8848293,0.4733957,0.2250879,0.1831448,0.9573713,0.9605807,1.00244,0.4996477,0.9395635,0.6717476,0.9836993,0.6776592,0.101836,0.3562229,0.3155397,0.8151168,0.0291863,0.5750313,0.4295067,1.0158879,0.8975226,0.8501118,0.8420014,0.9316835,0.3572167,0.7282824,0.8256014,0.8630591,0.8645387,0.6591233,0.5690459,0.4624602,0.3550207,0.2866687,0.1297468,0.6099428,0.6493421,0.6622561,0.8665264,1.0467166,0.946059,0.7309572,0.9614452,0.9375466,0.9217448,0.790128,0.0547941,0.9571913,1.080796,0.7282436,0.9090314,0.6840406,1.0265243,1.0082746,0.7190127,0.1056561,0.9084168,0.7796841,0.9102183,0.5631317,0.609698,1.1232904,0.5200909,0.8437076,0.4864714,0.2008543,0.4541768,0.968564,0.7668841,0.9612144,0.0937249,1.0947561,0.9379171,0.9741967,1.0717253,0.7664546,0.6715245,1.0850063,0.969139,1.0712213,0.5451613,0.3405587,0.1841505,1.0656321,0.8706869,0.1139858,0.5474178,0.6923749,0.1453913,0.7124283,1.1267815,0.9525628,0.7907702,0.586246,0.6912909,0.8360818,0.6665484,1.1069486,0.2374333,0.1917288,0.8756367,0.0002622,0.9067467,0.0060501,0.8352261,0.2886822,0.8912355,0.8313539,0.9528941,0.9963011,0.4701159,0.997607,0.7780251,0.8999944,0.6066709,0.567347,0.9683545,0.9167933,0.5116365,0.0578144,0.8982682,0.8943838,1.1255345,0.9814369,1.029451,1.0552273,0.681408,0.8258967,0.8267243,0.9466366,0.135302,0.3207951,0.1493868,0.8257452,0.017403,0.9423958,0.8057627,1.1419749,0.204958,0.844964,0.2184063,0.9042518,0.0120553,0.7519651,0.3041931,0.9935926,1.2143533,0.3271262,1.0465742,0.7192695,0.477393,0.9966308,0.7720801,0.809758,0.9319883,0.9031501,0.9559574,0.9175574,0.9215088,0.404834,0.8638678,0.9755603,1.0761453,1.0312442,0.690496,0.711454,0.4946338,0.0106649,0.3602819,1.0613439,0.8132667,0.883037,1.0314092,0.3501085,1.1079525,0.1100479,0.9155719,0.6491831,0.5411545,1.0172581,1.0547364,0.3096772,0.9512335,0.890476,0.9793629,0.0386015,0.364276,1.2763441,0.8584086,0.7314261,0.5612026,0.802237,0.0039098,0.2164694,0.833283,0.8580609,0.32078,0.9690775
